Dataset,Model,Whitebox,Layers_Used,Poolers_Used,Seed,predict_accuracy,predict_f1,predict_precision,predict_recall
toxigen,bart-large,SVM,Last Only,mean_with_attention,42,0.7946808510638298,0.6689536878216122,0.6521739130434783,0.6866197183098591
toxigen,bart-large,Decision_Tree,Last Only,mean_with_attention,42,0.8117021276595745,0.6589595375722543,0.7276595744680852,0.602112676056338
toxigen,bart-large,KNN,Last Only,mean_with_attention,42,0.8159574468085107,0.6860254083484574,0.7078651685393258,0.6654929577464789
toxigen,bart-large,L_Means,Last Only,mean_with_attention,42,0.798936170212766,0.6780238500851788,0.6567656765676567,0.7007042253521126
toxigen,deberta-large,SVM,Last Only,mean_with_attention,42,0.8191489361702128,0.706896551724138,0.6925675675675675,0.721830985915493
toxigen,deberta-large,Decision_Tree,Last Only,mean_with_attention,42,0.825531914893617,0.6809338521400778,0.7608695652173914,0.6161971830985915
toxigen,deberta-large,KNN,Last Only,mean_with_attention,42,0.8372340425531914,0.7171903881700554,0.754863813229572,0.6830985915492958
toxigen,deberta-large,L_Means,Last Only,mean_with_attention,42,0.8223404255319149,0.7023172905525846,0.7111913357400722,0.6936619718309859
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,42,0.8117021276595745,0.6799276672694394,0.6988847583643123,0.6619718309859155
toxigen,flan-t5-large,Decision_Tree,Last Only,mean_with_attention,42,0.8127659574468085,0.6628352490421456,0.726890756302521,0.6091549295774648
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,42,0.8138297872340425,0.6728971962616822,0.7171314741035857,0.6338028169014085
toxigen,flan-t5-large,L_Means,Last Only,mean_with_attention,42,0.8117021276595745,0.661567877629063,0.7238493723849372,0.6091549295774648
